Strange Horrible Horns,1326,{"76561198421652838":[1336,{"metal":30.44,"keys":2}],"76561198044335614":[1335,{"metal":30.33,"keys":2}]},531.0,False,True
Strange Scoper's Smoke,2021,{"76561198453530349":[1946,{"metal":39.22,"keys":3}],"76561198810351708":[1946,{"metal":39.22,"keys":3}],"76561199518240485":[1946,{"metal":39.22,"keys":3}]},531.0,False,True
