Strange Rat Stompers,1566,{"76561198841279602":[1580,{"metal":4.55,"keys":3}],"76561199072654974":[1580,{"metal":4.55,"keys":3}],"76561198259733876":[1580,{"metal":4.55,"keys":3}]},513.0,True,True
Strange Rat Stompers,1566,{"76561199072654974":[1580,{"metal":4.55,"keys":3}],"76561198259733876":[1580,{"metal":4.55,"keys":3}],"76561199518240485":[1568,{"metal":3.22,"keys":3}]},513.0,True,True
Strange Hot Huaraches,487,{"76561199072654974":[488,{"metal":54.22}],"76561198829669573":[488,{"metal":54.22}]},513.0,True,True
Strange Cremator's Conscience,1944,{"76561199518240485":[1946,{"metal":39.22,"keys":3}],"76561198453530349":[1946,{"metal":39.22,"keys":3}],"76561198810351708":[1946,{"metal":39.22,"keys":3}]},531.0,True,True
